 77.401 110.739  34.293
 86.537  80.913  92.241
 96.716 107.605  69.210
  0.594   4.191  78.140
133.262  64.744  36.921
110.587 104.398  71.059
111.658  85.934  11.715
 62.319 108.289  65.323
106.353 103.237 106.773
105.779  64.893  24.218
 49.585 100.549  46.409
 90.878  50.619 111.710
105.266 107.120 107.438
 76.828   4.628  18.180
 35.975  56.339 123.794
 58.629 128.613 122.155
132.844 112.394   6.165
 77.649  43.840  55.415
 23.263 116.922   9.647
 62.712 122.147  51.663
136.449  56.636  98.966
  3.674  15.997 121.869
 36.685  39.134  77.735
 93.821  71.139  65.775
 13.339 135.121 126.537
 81.799  64.239   2.825
 13.054 138.702  46.347
 17.740 115.517  94.995
 23.292 106.629  91.074
113.617 140.617 130.758
  4.683  70.822  86.369
  7.108  78.671  12.047
132.397  76.410  49.859
 83.284 117.111  21.147
 88.075  20.668 129.479
125.980  79.986 120.456
 43.464  72.064  76.819
 11.537  97.815  65.963
 21.013   9.482 108.854
 17.316  89.626  53.062
 72.682  14.995  15.167
 70.563 139.435  39.690
111.695   9.985 106.912
 27.571  41.670  41.006
 82.633  52.586 130.198
125.910   0.218  12.635
 52.395  96.675 130.705
 21.687 120.687  44.888
 38.872  44.194 125.685
 80.745  50.904  45.322
128.254  14.339 137.746
 39.614  14.281  23.289
 79.007  64.895   6.756
129.307   3.760 117.545
 51.356  63.835  54.096
 75.776 139.008  35.735
 28.376  80.704  64.087
 91.700  67.399  62.026
 44.381 140.436  51.454
111.582  44.855  45.694
 10.409  77.065  63.396
131.363  73.513  92.808
 57.575  62.762  58.645
 14.403  81.003  20.283
 19.436  83.506  28.212
122.600 122.947  54.725
100.365 127.173  80.239
100.121  97.088   5.982
 12.599  85.170  68.144
 78.444  65.406  94.955
  3.045   8.087  42.343
124.205  12.274  79.636
 75.508  37.932  51.578
 66.120 111.221  87.674
109.084   1.302  58.649
  9.361   8.785  11.895
 72.181   1.158  11.205
  6.861  10.776   8.004
 18.263 114.008  77.140
136.667 122.734  41.423
 70.671  56.901  71.168
104.271 119.144  56.905
 39.631  70.108  35.758
 72.254  39.568  72.589
 30.193 130.844  43.350
  2.290  38.028  44.170
121.837  62.053  70.009
 27.612  60.165  67.322
 54.827  14.762 117.354
 94.258  34.384  93.730
 43.630  22.034 126.215
 18.786 138.306  65.214
 31.867  87.764  86.004
124.157 126.852  58.236
 83.138  48.644 136.406
 61.721  93.193   8.793
 93.998  71.499  73.960
 84.007  29.745  92.601
